heart_rate,rr_mean,rr_std,sdnn,rmssd,beat_variance,label,record
68.31,878.4,25.23,25.23,22.09,636.8,0,103
70.09,856.0,25.61,25.61,31.11,656.0,0,103
67.93,883.2,33.15,33.15,36.33,1099.2,0,103
68.43,876.8,30.25,30.25,38.16,915.2,0,103
66.96,896.0,30.46,30.46,35.4,928.0,0,103
65.43,917.0,17.7,17.7,14.79,313.33,0,103
65.56,915.2,26.14,26.14,32.92,683.2,0,103
64.24,934.0,14.79,14.79,11.78,218.67,0,103
66.59,901.0,50.32,50.32,84.85,2532.0,0,103
65.72,913.0,13.22,13.22,20.78,174.67,0,103
67.02,895.2,32.91,32.91,42.94,1083.2,0,103
68.37,877.6,18.89,18.89,22.98,356.8,0,103
69.19,867.2,50.71,50.71,54.63,2571.2,0,103
70.34,853.0,35.98,35.98,50.7,1294.67,0,103
66.37,904.0,17.28,17.28,15.32,298.67,0,103
66.49,902.4,26.32,26.32,31.69,692.8,0,103
65.45,916.8,32.91,32.91,37.42,1083.2,0,103
66.15,907.0,31.22,31.22,28.19,974.67,0,103
68.81,872.0,36.37,36.37,49.96,1322.67,0,103
67.57,888.0,27.33,27.33,22.63,746.67,0,103
70.29,853.6,17.34,17.34,15.75,300.8,0,103
68.49,876.0,36.66,36.66,32.5,1344.0,0,103
68.74,872.8,29.72,29.72,29.26,883.2,0,103
69.19,867.2,27.33,27.33,31.18,747.2,0,103
69.0,869.6,36.51,36.51,34.81,1332.8,0,103
70.51,851.0,11.49,11.49,18.18,132.0,0,103
67.42,890.0,40.33,40.33,52.0,1626.67,0,103
69.36,865.0,22.24,22.24,26.73,494.67,0,103
68.49,876.0,34.41,34.41,29.73,1184.0,0,103
67.2,892.8,23.56,23.56,34.29,555.2,0,103
68.06,881.6,26.62,26.62,44.05,708.8,0,103
65.5,916.0,16.97,16.97,28.19,288.0,0,103
67.72,886.0,27.03,27.03,36.59,730.67,0,103
66.37,904.0,26.83,26.83,23.75,720.0,0,103
67.02,895.2,34.92,34.92,38.83,1219.2,0,103
68.81,872.0,23.66,23.66,36.33,560.0,0,103
68.18,880.0,25.92,25.92,34.79,672.0,0,103
71.86,835.0,30.0,30.0,45.55,900.0,0,103
68.97,870.0,12.0,12.0,16.65,144.0,0,103
70.49,851.2,29.58,29.58,29.53,875.2,0,103
69.32,865.6,49.77,49.77,39.04,2476.8,0,103
66.79,898.4,19.31,19.31,24.33,372.8,0,103
68.87,871.2,33.15,33.15,39.5,1099.2,0,103
68.56,875.2,24.56,24.56,31.24,603.2,0,103
71.02,844.8,15.85,15.85,13.42,251.2,0,103
69.28,866.0,44.36,44.36,40.33,1968.0,0,103
68.65,874.0,34.64,34.64,45.84,1200.0,0,103
69.96,857.6,36.83,36.83,50.28,1356.8,0,103
68.0,882.4,39.66,39.66,47.5,1572.8,0,103
68.93,870.4,23.43,23.43,36.06,548.8,0,103
66.84,897.6,24.75,24.75,34.58,612.8,0,103
68.87,871.2,42.18,42.18,46.9,1779.2,0,103
69.61,862.0,26.43,26.43,33.63,698.67,0,103
68.73,873.0,30.53,30.53,25.4,932.0,0,103
70.56,850.4,31.06,31.06,34.23,964.8,0,103
67.2,892.8,19.47,19.47,20.78,379.2,0,103
68.0,882.4,28.65,28.65,28.77,820.8,0,103
68.31,878.4,22.73,22.73,27.78,516.8,0,103
70.09,856.0,19.39,19.39,22.89,376.0,0,103
70.49,851.2,27.33,27.33,41.04,747.2,0,103
67.64,887.0,14.38,14.38,19.87,206.67,0,103
70.18,855.0,15.1,15.1,12.44,228.0,0,103
68.93,870.4,33.18,33.18,51.77,1100.8,0,103
70.82,847.2,21.61,21.61,16.73,467.2,0,103
74.4,806.4,48.63,48.63,79.65,2364.8,0,103
58.29,1029.33,458.42,458.42,791.34,210149.33,0,103
88.86,675.2,30.91,30.91,55.06,955.2,0,103
90.0,666.67,19.54,19.54,21.98,381.87,0,103
84.83,707.33,52.67,52.67,33.8,2773.87,0,103
65.27,919.2,331.85,331.85,522.51,110123.2,0,103
74.75,802.67,47.1,47.1,25.3,2218.67,0,103
69.2,867.0,19.7,19.7,27.81,388.0,0,103
69.36,865.0,24.74,24.74,24.22,612.0,0,103
66.55,901.6,53.56,53.56,49.68,2868.8,0,103
65.62,914.4,25.86,25.86,24.41,668.8,0,103
65.15,921.0,24.08,24.08,31.07,580.0,0,103
65.57,915.0,53.2,53.2,67.17,2830.67,0,103
68.43,876.8,18.85,18.85,21.35,355.2,0,103
67.26,892.0,46.65,46.65,60.33,2176.0,0,103
67.63,887.2,67.02,67.02,111.12,4491.2,0,103
66.15,907.0,28.54,28.54,42.71,814.67,0,103
68.34,878.0,55.57,55.57,47.55,3088.0,0,103
69.64,861.6,81.91,81.91,76.26,6708.8,0,103
66.84,897.6,77.7,77.7,125.83,6036.8,0,103
69.38,864.8,45.73,45.73,76.13,2091.2,0,103
67.87,884.0,36.44,36.44,44.27,1328.0,0,103
74.11,809.6,78.26,78.26,59.19,6124.8,0,103
82.42,728.0,51.46,51.46,71.16,2648.0,0,103
63.97,938.0,406.99,406.99,655.16,165637.33,0,103
80.73,743.2,46.25,46.25,59.83,2139.2,0,103
75.23,797.6,60.44,60.44,69.4,3652.8,0,103
72.67,825.6,31.7,31.7,42.43,1004.8,1,103
66.84,897.6,93.41,93.41,136.85,8724.8,1,103
67.32,891.2,34.22,34.22,41.95,1171.2,0,103
67.8,885.0,30.53,30.53,33.07,932.0,0,103
65.93,910.0,20.26,20.26,31.16,410.67,0,103
67.39,890.4,18.02,18.02,25.38,324.8,0,103
65.67,913.6,18.68,18.68,20.1,348.8,0,103
67.75,885.6,49.2,49.2,56.11,2420.8,0,103
68.1,881.0,15.1,15.1,27.03,228.0,0,103
68.1,881.0,12.38,12.38,11.78,153.33,0,103
67.45,889.6,46.18,46.18,44.27,2132.8,0,103
64.82,925.6,31.32,31.32,50.12,980.8,0,103
66.15,907.0,27.98,27.98,27.03,782.67,0,103
64.59,929.0,40.45,40.45,59.91,1636.0,0,103
65.62,914.4,36.73,36.73,38.63,1348.8,0,103
66.37,904.0,40.2,40.2,35.89,1616.0,0,103
68.37,877.6,71.03,71.03,57.24,5044.8,0,103
78.04,768.8,52.41,52.41,40.99,2747.2,0,103
77.72,772.0,40.2,40.2,37.15,1616.0,0,103
77.24,776.8,25.2,25.2,24.9,635.2,0,103
78.06,768.67,46.19,46.19,86.7,2133.87,0,103
48.08,1248.0,942.31,942.31,1632.04,887952.0,0,103
66.59,901.0,339.15,339.15,565.48,115022.67,0,103
66.67,900.0,358.07,358.07,561.72,128216.0,0,103
62.5,960.0,405.0,405.0,646.12,164021.33,0,103
72.46,828.0,45.96,45.96,42.43,2112.0,0,103
70.16,855.2,33.63,33.63,53.74,1131.2,0,103
67.72,886.0,65.85,65.85,62.57,4336.0,0,103
65.22,920.0,36.22,36.22,50.49,1312.0,0,103
67.08,894.4,50.8,50.8,62.35,2580.8,0,103
64.32,932.8,66.84,66.84,101.71,4467.2,0,103
66.67,900.0,84.41,84.41,116.57,7125.33,0,103
67.42,890.0,56.8,56.8,79.57,3226.67,0,103
67.08,894.4,51.74,51.74,65.45,2676.8,0,103
67.32,891.2,66.84,66.84,82.68,4467.2,0,103
66.55,901.6,53.56,53.56,83.64,2868.8,0,103
69.12,868.0,43.57,43.57,79.6,1898.67,0,103
68.18,880.0,19.6,19.6,30.98,384.0,0,103
70.18,855.0,48.04,48.04,40.92,2308.0,0,103
72.18,831.2,39.13,39.13,49.23,1531.2,0,103
70.62,849.6,51.04,51.04,62.93,2604.8,0,103
70.82,847.2,42.75,42.75,78.74,1827.2,0,103
68.68,873.6,39.86,39.86,40.35,1588.8,0,103
67.45,889.6,20.51,20.51,30.66,420.8,0,103
65.86,911.0,24.08,24.08,29.75,580.0,0,103
65.65,914.0,41.89,41.89,47.16,1754.67,0,103
66.31,904.8,30.78,30.78,43.17,947.2,0,103
64.38,932.0,17.89,17.89,25.14,320.0,0,103
66.08,908.0,31.16,31.16,50.44,970.67,0,103
65.57,915.0,21.26,21.26,21.42,452.0,0,103
67.75,885.6,27.94,27.94,36.77,780.8,0,103
66.02,908.8,36.92,36.92,51.46,1363.2,0,103
65.29,919.0,17.09,17.09,30.81,292.0,0,103
68.89,871.0,61.83,61.83,88.06,3822.67,0,103
66.74,899.0,20.23,20.23,21.91,409.33,0,103
70.96,845.6,45.75,45.75,34.47,2092.8,0,103
71.7,836.8,33.87,33.87,34.99,1147.2,0,103
69.64,861.6,29.34,29.34,37.84,860.8,0,103
68.43,876.8,62.12,62.12,86.02,3859.2,0,103
66.55,901.6,49.44,49.44,52.8,2444.8,0,103
68.87,871.2,37.46,37.46,63.18,1403.2,0,103
67.95,883.0,31.39,31.39,37.09,985.33,0,103
71.34,841.0,39.11,39.11,43.63,1529.33,0,103
72.12,832.0,28.98,28.98,19.08,840.0,0,103
71.09,844.0,55.71,55.71,72.66,3104.0,0,103
70.16,855.2,36.6,36.6,49.84,1339.2,0,103
72.25,830.4,45.75,45.75,44.63,2092.8,0,103
79.72,752.67,48.29,48.29,44.72,2332.27,0,103
66.84,897.6,292.23,292.23,332.87,85396.8,0,103
78.12,768.0,27.57,27.57,43.41,760.0,0,103
75.08,799.2,47.02,47.02,30.33,2211.2,0,103
67.75,885.6,39.05,39.05,31.18,1524.8,0,103
67.08,894.4,49.93,49.93,68.06,2492.8,0,103
65.85,911.2,19.06,19.06,31.69,363.2,0,103
66.74,899.0,60.61,60.61,75.12,3673.33,0,103
69.2,867.0,38.14,38.14,41.12,1454.67,0,103
67.39,890.4,38.84,38.84,67.11,1508.8,0,103
66.2,906.4,35.51,35.51,55.61,1260.8,0,103
63.76,941.0,53.6,53.6,82.04,2873.33,0,103
66.52,902.0,37.74,37.74,56.38,1424.0,0,103
65.1,921.6,135.69,135.69,194.48,18412.8,1,103
62.29,963.2,102.27,102.27,73.89,10459.2,1,103
67.64,887.0,24.74,24.74,36.81,612.0,0,103
67.72,886.0,40.86,40.86,60.62,1669.33,0,103
69.44,864.0,41.09,41.09,43.63,1688.0,0,103
68.56,875.2,51.64,51.64,51.92,2667.2,0,103
67.32,891.2,31.8,31.8,50.52,1011.2,0,103
68.03,882.0,51.9,51.9,71.03,2693.33,0,103
66.15,907.0,39.38,39.38,32.74,1550.67,0,103
69.85,859.0,43.25,43.25,74.51,1870.67,0,103
67.08,894.4,58.69,58.69,87.91,3444.8,0,103
67.39,890.4,51.43,51.43,89.42,2644.8,0,103
67.51,888.8,13.68,13.68,16.25,187.2,0,103
68.93,870.4,38.01,38.01,47.12,1444.8,0,103
66.89,897.0,63.86,63.86,67.65,4078.67,0,103
65.15,921.0,21.26,21.26,16.33,452.0,0,103
66.25,905.6,36.29,36.29,42.47,1316.8,0,103
64.79,926.0,16.81,16.81,22.98,282.67,0,103
67.11,894.0,43.88,43.88,73.36,1925.33,0,103
67.45,889.6,32.32,32.32,34.12,1044.8,0,103
66.9,896.8,24.88,24.88,26.15,619.2,0,103
69.38,864.8,38.3,38.3,53.93,1467.2,0,103
67.87,884.0,24.82,24.82,27.2,616.0,0,103
68.97,870.0,36.59,36.59,40.53,1338.67,0,103
65.72,913.0,29.1,29.1,33.39,846.67,0,103
68.49,876.0,67.88,67.88,70.35,4608.0,0,103
71.84,835.2,43.76,43.76,76.84,1915.2,0,103
72.32,829.6,28.37,28.37,43.36,804.8,0,103
69.64,861.6,53.19,53.19,46.52,2828.8,0,103
63.49,945.0,48.15,48.15,59.19,2318.67,0,103
63.49,945.0,44.11,44.11,36.44,1945.33,0,103
66.43,903.2,34.11,34.11,36.55,1163.2,0,103
65.91,910.4,33.54,33.54,55.57,1124.8,0,103
68.62,874.4,19.92,19.92,25.92,396.8,0,103
65.86,911.0,21.01,21.01,18.18,441.33,0,103
69.12,868.0,53.47,53.47,49.96,2858.67,0,103
69.0,869.6,49.44,49.44,56.07,2444.8,0,103
71.09,844.0,53.74,53.74,62.64,2888.0,0,103
71.98,833.6,51.58,51.58,34.58,2660.8,0,103
67.2,892.8,41.03,41.03,50.68,1683.2,0,103
69.12,868.0,44.99,44.99,59.8,2024.0,0,103
65.93,910.0,21.04,21.04,25.3,442.67,0,103
68.42,877.0,59.99,59.99,46.48,3598.67,0,103
68.62,874.4,55.32,55.32,51.61,3060.8,0,103
66.2,906.4,31.32,31.32,51.5,980.8,0,103
66.84,897.6,18.24,18.24,24.17,332.8,0,103
64.72,927.0,26.61,26.61,36.81,708.0,0,103
66.82,898.0,27.03,27.03,28.57,730.67,0,103
65.1,921.6,47.63,47.63,42.24,2268.8,0,103
65.45,916.8,38.09,38.09,35.1,1451.2,0,103
67.34,891.0,37.72,37.72,52.56,1422.67,0,103
67.11,894.0,64.7,64.7,70.16,4186.67,0,103
68.62,874.4,49.28,49.28,66.27,2428.8,0,103
66.02,908.8,17.75,17.75,27.2,315.2,0,103
71.56,838.4,60.64,60.64,64.31,3676.8,0,103
73.96,811.2,36.7,36.7,48.74,1347.2,0,103
68.87,871.2,35.6,35.6,48.99,1267.2,0,103
67.49,889.0,40.97,40.97,33.15,1678.67,0,103
64.31,933.0,20.49,20.49,34.02,420.0,0,103
66.89,897.0,49.89,49.89,70.73,2489.33,0,103
66.31,904.8,32.3,32.3,49.48,1043.2,0,103
67.39,890.4,29.75,29.75,43.95,884.8,0,103
67.72,886.0,34.33,34.33,58.33,1178.67,0,103
65.22,920.0,12.65,12.65,22.39,160.0,0,103
67.32,891.2,37.67,37.67,43.5,1419.2,0,103
66.49,902.4,21.84,21.84,23.49,476.8,0,103
68.43,876.8,23.56,23.56,15.87,555.2,0,103
67.87,884.0,30.46,30.46,28.94,928.0,0,103
66.52,902.0,18.04,18.04,22.39,325.33,0,103
68.87,871.2,33.15,33.15,43.73,1099.2,0,103
68.87,871.2,37.46,37.46,47.75,1403.2,0,103
70.16,855.2,10.35,10.35,12.81,107.2,0,103
67.93,883.2,32.05,32.05,37.63,1027.2,0,103
68.12,880.8,45.73,45.73,57.17,2091.2,0,103
68.26,879.0,58.55,58.55,100.93,3428.0,0,103
64.38,932.0,27.71,27.71,38.09,768.0,0,103
65.05,922.4,30.8,30.8,43.68,948.8,0,103
64.1,936.0,32.17,32.17,44.48,1034.67,0,103
67.72,886.0,70.54,70.54,57.6,4976.0,0,103
68.89,871.0,48.37,48.37,55.09,2340.0,0,103
68.49,876.0,42.61,42.61,54.63,1816.0,0,103
69.51,863.2,37.25,37.25,53.29,1387.2,0,103
67.57,888.0,25.3,25.3,43.31,640.0,0,103
68.24,879.2,47.28,47.28,61.84,2235.2,0,103
66.96,896.0,29.21,29.21,22.63,853.33,0,103
67.49,889.0,28.35,28.35,27.03,804.0,0,103
67.57,888.0,36.22,36.22,29.39,1312.0,0,103
65.33,918.4,11.52,11.52,17.66,132.8,0,103
68.68,873.6,27.51,27.51,37.89,756.8,0,103
68.81,872.0,39.7,39.7,45.87,1576.0,0,103
69.2,867.0,34.0,34.0,50.23,1156.0,0,103
70.09,856.0,38.37,38.37,31.33,1472.0,0,103
70.16,855.2,35.15,35.15,44.63,1235.2,0,103
71.63,837.6,27.22,27.22,39.4,740.8,0,103
69.32,865.6,41.24,41.24,50.32,1700.8,0,103
70.56,850.4,29.48,29.48,37.68,868.8,0,103
68.37,877.6,43.96,43.96,38.88,1932.8,0,103
67.87,884.0,43.36,43.36,67.26,1880.0,0,103
68.34,878.0,13.27,13.27,18.62,176.0,0,103
65.65,914.0,45.55,45.55,68.0,2074.67,0,103
67.81,884.8,25.67,25.67,34.06,659.2,0,103
68.31,878.4,28.37,28.37,43.36,804.8,0,103
69.12,868.0,49.48,49.48,74.46,2448.0,0,103
69.06,868.8,48.61,48.61,62.71,2363.2,0,103
68.87,871.2,28.34,28.34,26.31,803.2,0,103
69.12,868.0,25.09,25.09,31.75,629.33,0,103
65.65,914.0,14.79,14.79,17.74,218.67,0,103
66.31,904.8,22.16,22.16,27.42,491.2,0,103
66.14,907.2,13.08,13.08,16.61,171.2,0,103
68.24,879.2,40.93,40.93,29.33,1675.2,0,103
67.72,886.0,34.33,34.33,49.8,1178.67,0,103
66.52,902.0,12.44,12.44,20.0,154.67,0,103
68.62,874.4,48.22,48.22,66.0,2324.8,0,103
66.37,904.0,40.4,40.4,45.17,1632.0,0,103
67.2,892.8,30.25,30.25,22.98,915.2,0,103
66.67,900.0,41.83,41.83,42.08,1749.33,0,103
65.29,919.0,21.51,21.51,16.97,462.67,0,103
68.74,872.8,35.93,35.93,40.55,1291.2,0,103
67.63,887.2,40.34,40.34,63.21,1627.2,0,103
69.57,862.4,37.8,37.8,59.57,1428.8,0,103
68.1,881.0,52.29,52.29,40.4,2734.67,0,103
67.87,884.0,46.07,46.07,46.99,2122.67,0,103
69.51,863.2,51.33,51.33,57.55,2635.2,0,103
66.08,908.0,53.14,53.14,83.4,2824.0,0,103
66.31,904.8,52.26,52.26,93.94,2731.2,0,103
64.31,933.0,6.83,6.83,9.52,46.67,0,103
65.93,910.0,30.9,30.9,40.79,954.67,0,103
67.14,893.6,15.65,15.65,21.82,244.8,0,103
67.45,889.6,41.43,41.43,52.99,1716.8,0,103
69.19,867.2,53.92,53.92,78.46,2907.2,0,103
65.15,921.0,15.45,15.45,24.55,238.67,0,103
69.36,865.0,34.16,34.16,37.09,1166.67,0,103
67.39,890.4,47.88,47.88,61.55,2292.8,0,103
68.87,871.2,55.96,55.96,53.78,3131.2,0,103
71.16,843.2,43.58,43.58,48.12,1899.2,0,103
68.12,880.8,26.74,26.74,32.68,715.2,0,103
68.81,872.0,32.98,32.98,56.94,1088.0,0,103
65.5,916.0,28.66,28.66,27.42,821.33,0,103
67.72,886.0,33.55,33.55,37.24,1125.33,0,103
66.67,900.0,47.5,47.5,45.87,2256.0,0,103
66.37,904.0,33.35,33.35,59.3,1112.0,0,103
68.49,876.0,26.13,26.13,41.31,682.67,0,103
63.97,938.0,24.98,24.98,24.77,624.0,0,103
66.55,901.6,53.41,53.41,81.26,2852.8,0,103
65.22,920.0,53.89,53.89,86.58,2904.0,0,103
65.57,915.0,28.35,28.35,40.4,804.0,0,103
66.52,902.0,41.38,41.38,54.31,1712.0,0,103
66.67,900.0,57.06,57.06,77.18,3256.0,0,103
68.37,877.6,42.95,42.95,64.81,1844.8,0,103
70.62,849.6,35.96,35.96,61.87,1292.8,0,103
72.25,830.4,28.23,28.23,41.47,796.8,0,103
69.51,863.2,51.95,51.95,46.78,2699.2,0,103
66.37,904.0,28.66,28.66,39.6,821.33,0,103
67.95,883.0,26.61,26.61,25.92,708.0,0,103
64.59,929.0,11.94,11.94,9.52,142.67,0,103
66.31,904.8,47.62,47.62,64.9,2267.2,0,103
67.69,886.4,36.94,36.94,50.36,1364.8,0,103
68.18,880.0,15.66,15.66,21.91,245.33,0,103
68.81,872.0,44.18,44.18,52.1,1952.0,0,103
69.57,862.4,41.91,41.91,60.6,1756.8,0,103
70.96,845.6,47.97,47.97,66.15,2300.8,0,103
68.06,881.6,44.6,44.6,38.42,1988.8,0,103
66.43,903.2,37.46,37.46,46.9,1403.2,0,103
65.15,921.0,60.7,60.7,65.56,3684.0,0,103
63.22,949.0,27.01,27.01,24.98,729.33,0,103
65.05,922.4,42.01,42.01,53.1,1764.8,0,103
63.76,941.0,19.15,19.15,32.74,366.67,0,103
68.18,880.0,21.42,21.42,23.21,458.67,0,103
67.26,892.0,42.99,42.99,44.68,1848.0,0,103
67.75,885.6,34.13,34.13,35.21,1164.8,0,103
69.12,868.0,34.87,34.87,28.98,1216.0,0,103
67.51,888.8,32.79,32.79,33.05,1075.2,0,103
71.09,844.0,32.37,32.37,40.74,1048.0,0,103
66.82,898.0,41.12,41.12,54.8,1690.67,0,103
67.87,884.0,39.06,39.06,47.27,1525.33,0,103
66.67,900.0,39.7,39.7,60.79,1576.0,0,103
65.62,914.4,35.84,35.84,48.25,1284.8,0,103
66.08,908.0,32.5,32.5,30.9,1056.0,0,103
83.33,720.0,34.41,34.41,56.31,1184.0,0,105
82.27,729.33,20.5,20.5,24.27,420.27,0,105
83.33,720.0,25.3,25.3,33.8,640.0,0,105
82.34,728.67,31.23,31.23,22.77,975.47,0,105
81.88,732.8,22.52,22.52,24.25,507.2,0,105
83.64,717.33,171.89,171.89,286.1,29546.67,1,105
88.76,676.0,121.46,121.46,142.66,14752.0,1,105
82.72,725.33,42.76,42.76,55.02,1828.27,0,105
84.03,714.0,23.01,23.01,21.01,529.6,0,105
83.03,722.67,30.43,30.43,28.11,925.87,0,105
84.11,713.33,21.27,21.27,25.3,452.27,0,105
81.79,733.6,192.05,192.05,339.76,36884.8,1,105
83.43,719.2,32.91,32.91,39.65,1083.2,0,105
82.8,724.67,31.54,31.54,33.51,994.67,0,105
84.99,706.0,20.36,20.36,31.55,414.4,0,105
81.82,733.33,33.82,33.82,54.93,1143.47,0,105
83.88,715.33,25.1,25.1,33.27,629.87,0,105
81.45,736.67,22.97,22.97,24.4,527.47,0,105
82.34,728.67,20.93,20.93,21.01,437.87,0,105
83.18,721.33,167.61,167.61,265.47,28093.87,1,105
84.67,708.67,35.81,35.81,60.85,1282.67,0,105
81.97,732.0,27.6,27.6,35.64,761.6,0,105
91.02,659.2,137.79,137.79,158.18,18987.2,1,105
82.96,723.2,11.1,11.1,13.27,123.2,0,105
84.35,711.33,24.32,24.32,38.41,591.47,0,105
82.87,724.0,34.13,34.13,37.65,1164.8,0,105
83.57,718.0,32.47,32.47,44.25,1054.4,0,105
82.49,727.33,17.78,17.78,22.84,316.27,0,105
83.8,716.0,32.69,32.69,33.27,1068.8,0,105
84.11,713.33,33.43,33.43,39.68,1117.87,0,105
82.49,727.33,36.26,36.26,43.08,1314.67,0,105
84.19,712.67,28.89,28.89,44.9,834.67,0,105
82.49,727.33,28.44,28.44,41.65,809.07,0,105
82.95,723.33,29.66,29.66,22.27,879.47,0,105
87.98,682.0,125.19,125.19,155.81,15672.0,1,105
82.87,724.0,172.34,172.34,302.3,29702.4,1,105
85.23,704.0,27.13,27.13,36.04,736.0,0,105
83.26,720.67,37.39,37.39,46.44,1397.87,0,105
86.12,696.67,32.93,32.93,50.41,1084.27,0,105
83.33,720.0,24.66,24.66,23.66,608.0,0,105
85.23,704.0,34.87,34.87,34.83,1216.0,0,105
84.59,709.33,35.66,35.66,32.89,1271.47,0,105
84.27,712.0,32.3,32.3,34.13,1043.2,0,105
86.96,690.0,20.98,20.98,33.03,440.0,0,105
88.67,676.67,125.08,125.08,150.92,15644.27,1,105
85.71,700.0,167.01,167.01,305.17,27891.2,1,105
84.83,707.33,32.14,32.14,25.8,1033.07,0,105
83.88,715.33,26.22,26.22,26.47,687.47,0,105
85.63,700.67,27.88,27.88,41.84,777.07,0,105
83.1,722.0,28.48,28.48,42.71,811.2,0,105
84.67,708.67,27.99,27.99,40.4,783.47,0,105
83.8,716.0,29.5,29.5,42.37,870.4,0,105
83.41,719.33,23.11,23.11,29.66,533.87,0,105
83.03,722.67,31.77,31.77,42.29,1009.07,0,105
82.57,726.67,26.49,26.49,42.18,701.87,0,105
84.11,713.33,18.36,18.36,15.18,337.07,0,105
81.97,732.0,14.31,14.31,16.2,204.8,0,105
90.18,665.33,124.24,124.24,132.85,15434.67,1,105
81.97,732.0,32.3,32.3,29.88,1043.2,0,105
84.83,707.33,19.83,19.83,28.96,393.07,0,105
82.42,728.0,33.85,33.85,40.44,1145.6,0,105
85.39,702.67,19.54,19.54,33.7,381.87,0,105
83.26,720.67,31.13,31.13,45.25,969.07,0,105
85.71,700.0,40.71,40.71,61.42,1657.6,0,105
84.51,710.0,38.01,38.01,49.64,1444.8,0,105
84.19,712.67,40.27,40.27,25.17,1621.87,0,105
85.88,698.67,17.47,17.47,26.95,305.07,0,105
84.83,707.33,167.17,167.17,299.17,27945.07,1,105
85.23,704.0,45.25,45.25,55.63,2048.0,0,105
83.57,718.0,33.06,33.06,49.35,1092.8,0,105
84.19,712.67,29.66,29.66,29.88,879.47,0,105
83.49,718.67,32.95,32.95,40.91,1085.87,0,105
84.35,711.33,180.21,180.21,274.24,32476.27,1,105
83.8,716.0,193.56,193.56,311.18,37465.6,1,105
83.96,714.67,45.51,45.51,48.37,2071.47,0,105
84.91,706.67,17.47,17.47,17.62,305.07,0,105
81.79,733.6,9.21,9.21,12.49,84.8,0,105
84.19,712.67,25.85,25.85,22.77,668.27,0,105
84.99,706.0,44.38,44.38,38.28,1969.6,0,105
82.72,725.33,39.41,39.41,57.66,1553.07,0,105
85.71,700.0,17.34,17.34,26.29,300.8,0,105
83.49,718.67,29.68,29.68,38.16,881.07,0,105
84.94,706.4,40.75,40.75,59.4,1660.8,0,105
83.41,719.33,38.48,38.48,59.68,1481.07,0,105
84.08,713.6,13.74,13.74,12.81,188.8,0,105
82.8,724.67,33.89,33.89,37.22,1148.27,0,105
81.52,736.0,34.53,34.53,28.35,1192.0,0,105
85.39,702.67,24.48,24.48,38.74,599.47,0,105
81.82,733.33,33.63,33.63,35.24,1130.67,0,105
83.8,716.0,43.89,43.89,44.54,1926.4,0,105
83.72,716.67,40.75,40.75,48.17,1660.27,0,105
81.6,735.33,31.54,31.54,39.07,994.67,0,105
83.64,717.33,31.66,31.66,34.46,1002.67,0,105
82.19,730.0,35.84,35.84,54.82,1284.8,0,105
82.34,728.67,28.22,28.22,34.59,796.27,0,105
81.34,737.6,34.48,34.48,42.43,1188.8,0,105
82.42,728.0,35.24,35.24,54.17,1241.6,0,105
83.18,721.33,32.76,32.76,44.22,1073.07,0,105
81.67,734.67,38.34,38.34,38.32,1469.87,0,105
83.8,716.0,38.03,38.03,60.37,1446.4,0,105
81.37,737.33,23.69,23.69,35.01,561.07,0,105
83.26,720.67,37.98,37.98,40.52,1442.67,0,105
83.52,718.4,42.39,42.39,44.72,1796.8,0,105
81.6,735.33,179.84,179.84,285.56,32341.87,1,105
83.1,722.0,12.07,12.07,12.77,145.6,0,105
85.88,698.67,26.13,26.13,31.24,682.67,0,105
83.72,716.67,33.51,33.51,32.4,1122.67,0,105
85.8,699.33,33.22,33.22,32.64,1103.47,0,105
84.51,710.0,24.63,24.63,26.65,606.4,0,105
83.89,715.2,203.79,203.79,364.28,41531.2,1,105
82.51,727.2,29.99,29.99,37.2,899.2,0,105
84.99,706.0,32.07,32.07,40.75,1028.8,0,105
84.75,708.0,53.31,53.31,56.94,2841.6,0,105
83.88,715.33,32.24,32.24,53.37,1039.47,0,105
84.75,708.0,24.82,24.82,32.12,616.0,0,105
82.49,727.33,27.18,27.18,40.91,738.67,0,105
85.03,705.6,30.93,30.93,33.59,956.8,0,105
82.8,724.67,22.69,22.69,21.32,514.67,0,105
83.71,716.8,17.75,17.75,13.56,315.2,0,105
83.57,718.0,166.52,166.52,244.69,27729.6,1,105
84.99,706.0,41.16,41.16,58.71,1694.4,0,105
83.41,719.33,126.22,126.22,190.4,15932.27,0,105
84.51,710.0,21.13,21.13,26.59,446.4,0,105
83.41,719.33,29.87,29.87,25.61,892.27,0,105
82.12,730.67,33.72,33.72,42.29,1137.07,0,105
84.43,710.67,26.25,26.25,41.03,689.07,0,105
82.57,726.67,22.86,22.86,28.84,522.67,0,105
83.33,720.0,173.1,173.1,276.68,29964.8,1,105
82.19,730.0,28.82,28.82,42.26,830.4,0,105
83.06,722.4,27.22,27.22,46.73,740.8,0,105
82.04,731.33,35.18,35.18,41.53,1237.87,0,105
84.67,708.67,30.08,30.08,41.3,905.07,0,105
82.19,730.0,16.15,16.15,21.91,260.8,0,105
84.43,710.67,31.97,31.97,32.94,1021.87,0,105
83.88,715.33,44.93,44.93,63.5,2018.67,0,105
82.64,726.0,44.74,44.74,75.54,2001.6,0,105
84.51,710.0,35.49,35.49,36.96,1259.2,0,105
82.42,728.0,26.65,26.65,31.8,710.4,0,105
83.18,721.33,31.46,31.46,44.51,989.87,0,105
